horas_pantalla_diaria,frecuencia_doomscrolling,revisiones_notificaciones_dia,exposicion_recomendaciones_ia,intentos_desintoxicacion,grupo_edad_enc,genero_enc,plataforma_enc,pais_enc,perdida_productividad_pct
3.51,1.78,161,56.06,6,2,2,0,1,24.06
6.15,7.14,285,97.7,4,3,1,0,3,38.33
6.1,3.46,179,76.52,11,2,1,1,3,2.31
0.53,6.81,200,81.1,7,3,0,1,4,31.1
5.29,6.54,146,11.11,1,4,2,0,1,14.9
6.0,8.19,283,64.59,8,0,0,0,0,36.35
8.87,9.93,294,95.07,11,3,0,1,3,68.51
6.63,8.51,203,43.42,13,1,1,3,0,29.09
8.05,7.18,186,36.87,10,4,1,1,4,68.81
9.25,9.52,63,24.42,14,0,1,1,0,68.51
5.16,5.87,156,52.06,9,2,0,3,0,62.93
6.95,2.88,273,49.56,1,1,2,0,1,24.01
0.63,2.59,74,78.36,2,3,1,0,4,33.8
7.95,1.36,256,94.62,0,4,2,1,0,6.99
4.54,5.28,88,81.59,0,3,1,0,4,55.15
7.33,1.55,230,99.04,7,3,1,0,2,39.19
10.6,3.28,19,25.32,3,4,0,3,3,59.98
1.46,6.1,165,80.95,13,1,2,2,1,6.87
1.97,8.88,66,91.24,1,4,2,2,3,7.68
1.84,2.56,131,36.44,4,0,1,0,4,45.48
2.54,7.75,70,69.63,1,4,2,2,0,61.16
12.34,8.6,52,34.97,6,1,0,1,3,8.5
10.0,9.02,159,73.57,7,4,2,4,0,44.88
10.76,8.05,330,99.91,3,3,2,3,2,62.64
1.99,8.81,269,42.54,13,1,1,3,4,33.04
2.76,6.17,346,31.89,2,3,2,4,1,49.01
7.2,0.35,252,25.33,12,1,2,4,3,28.79
9.01,0.78,58,60.72,9,3,0,3,4,54.76
2.84,6.3,253,22.59,2,0,2,3,0,50.43
1.96,3.38,16,54.81,3,2,2,2,4,66.5
7.03,9.1,346,55.83,11,2,0,0,2,17.89
9.17,9.14,129,7.7,13,4,2,1,1,34.08
3.14,2.4,164,65.32,10,1,2,2,2,40.67
9.7,1.55,233,16.53,2,0,1,3,2,30.05
1.34,0.92,240,87.52,5,2,2,1,2,0.77
5.55,1.89,287,73.33,11,3,2,4,0,50.14
3.95,9.47,259,88.89,12,1,0,0,1,28.26
8.33,2.09,105,59.52,14,0,0,4,2,13.28
1.55,2.13,226,54.64,3,4,1,3,0,17.08
3.42,5.67,184,54.13,13,3,0,3,0,25.83
4.31,0.73,195,84.49,13,2,1,0,1,65.07
4.11,4.58,25,71.82,7,1,1,0,3,4.41
4.69,0.11,51,36.77,9,2,0,0,0,30.16
6.85,9.87,118,54.18,4,2,0,3,0,9.17
4.79,7.97,209,73.69,4,2,0,2,3,30.24
5.09,8.57,330,37.63,14,2,2,2,0,51.04
7.89,4.71,221,15.34,5,3,0,4,1,8.22
6.96,7.74,26,63.76,8,0,2,3,4,25.48
6.27,5.81,98,51.89,9,3,1,2,4,51.27
12.76,2.9,126,11.66,13,3,2,3,4,14.31
12.9,7.98,62,39.44,2,3,2,3,1,32.52
4.49,9.32,86,63.65,14,1,2,1,3,44.3
4.36,2.6,100,27.28,3,3,1,3,1,45.13
2.73,1.62,57,18.53,3,0,1,4,3,17.14
7.19,4.38,123,22.29,5,0,0,1,4,2.94
11.32,1.7,168,71.5,9,3,0,2,4,51.37
3.37,4.35,13,98.29,9,2,1,2,3,19.19
9.17,7.29,189,22.71,5,1,0,1,1,18.8
11.65,8.44,338,52.26,3,4,1,2,0,23.36
8.63,3.73,287,43.73,8,0,1,0,1,1.34
9.46,5.08,276,16.29,10,2,2,1,1,10.0
6.62,6.19,295,20.21,10,1,1,3,2,23.56
9.79,6.24,251,79.14,12,2,2,2,4,23.23
5.26,9.95,15,22.22,0,0,2,2,1,41.09
3.22,2.17,206,44.96,13,4,0,3,2,13.52
7.45,8.21,116,2.34,9,4,1,0,0,11.59
13.04,4.8,69,73.06,2,1,2,2,0,49.35
8.38,6.69,54,98.28,7,4,1,3,3,8.13
9.45,4.1,251,31.88,13,1,2,4,1,45.87
6.75,6.18,124,96.59,9,3,0,2,0,31.78
7.08,2.68,265,4.0,13,1,1,2,0,67.48
8.92,3.03,208,3.57,8,0,0,0,2,5.91
6.51,4.12,163,86.61,5,3,0,2,4,38.89
0.95,1.3,238,13.33,2,3,0,3,0,13.13
3.76,7.23,5,1.58,1,1,0,2,4,60.05
11.05,3.83,171,31.69,9,0,2,2,2,44.6
8.85,9.68,349,14.87,9,3,1,4,3,50.67
4.65,3.04,308,55.32,12,4,1,4,4,9.93
10.33,7.91,226,92.13,7,2,0,3,3,8.6
2.75,3.47,161,4.6,0,1,0,0,1,65.72
11.57,2.93,144,0.18,14,0,2,1,3,65.3
10.83,7.68,89,33.94,12,2,1,3,1,25.12
5.89,3.52,99,37.6,4,4,2,4,4,10.38
6.48,5.74,144,56.51,4,3,0,4,3,48.4
0.67,7.85,302,31.49,0,1,1,0,3,29.52
10.28,2.39,79,42.86,14,0,1,1,1,30.83
9.23,0.86,154,81.07,7,1,1,3,2,24.36
4.91,2.17,122,63.59,14,4,0,4,0,54.85
5.18,4.36,94,62.67,10,2,1,1,0,56.95
4.9,2.44,231,6.87,3,4,2,4,3,68.61
5.23,2.55,226,84.78,3,1,0,2,0,13.65
7.83,9.12,242,5.42,3,1,0,0,3,38.72
1.1,2.56,6,71.5,4,3,0,4,1,59.21
13.1,4.02,18,32.82,9,3,2,3,4,49.66
8.88,0.14,56,46.11,12,2,0,4,0,13.09
6.02,0.53,274,32.6,11,0,0,2,3,65.01
10.8,0.45,47,55.14,5,3,2,4,0,65.55
10.53,5.88,159,90.6,10,0,2,3,2,27.39
8.01,6.16,253,9.26,4,4,2,1,3,64.86
0.64,2.84,245,34.6,3,2,0,4,2,58.73
7.93,0.92,259,13.34,9,2,1,0,1,51.53
12.1,9.79,180,33.02,1,1,2,3,0,36.6
1.31,6.15,143,26.54,4,4,1,2,2,31.16
3.99,9.83,224,66.23,3,4,2,1,0,26.3
10.61,5.88,286,31.93,3,4,0,1,4,59.82
7.74,9.19,86,27.91,13,2,0,1,4,67.09
6.93,5.39,265,7.94,14,3,2,1,2,6.17
12.49,7.71,324,76.9,6,0,0,0,0,7.82
1.25,2.11,86,52.36,2,0,0,2,1,44.3
2.81,3.62,188,6.19,10,0,0,2,2,0.75
2.08,1.32,258,11.28,13,2,0,4,1,28.81
5.45,8.45,32,86.7,3,3,0,1,1,24.95
7.37,4.28,232,23.54,10,1,0,3,2,49.48
4.57,9.65,179,91.95,13,3,2,0,3,8.77
4.58,2.15,116,94.76,7,4,1,3,2,9.92
12.16,8.12,96,50.78,6,4,2,2,4,39.85
2.03,5.59,51,9.55,9,3,2,3,4,7.81
6.52,5.29,44,52.74,6,0,1,3,3,54.38
4.92,1.46,105,79.31,7,4,1,3,2,69.5
11.7,6.98,149,4.73,11,0,1,0,1,46.84
9.51,5.05,113,31.68,1,0,1,4,4,13.7
13.09,8.58,276,40.49,5,1,0,3,2,19.81
1.31,2.72,252,18.56,2,0,2,1,3,53.78
2.26,7.02,112,28.16,14,0,0,1,4,37.47
1.1,6.03,149,37.77,3,2,2,2,2,14.03
11.65,8.18,85,56.6,14,0,2,2,4,50.47
11.87,2.24,304,2.23,3,1,0,1,3,42.27
4.07,6.02,272,66.1,9,3,2,2,0,10.01
6.92,7.25,173,77.61,6,0,1,2,1,43.67
7.04,6.25,220,91.58,8,3,0,4,3,18.32
1.08,2.76,250,4.3,5,2,0,1,2,44.76
4.88,9.86,77,89.67,11,2,1,3,2,63.98
11.67,4.91,171,91.99,11,4,0,4,1,60.86
2.74,4.08,262,44.86,1,4,2,1,1,34.25
3.02,8.95,73,5.69,5,1,2,3,3,43.61
5.94,3.74,53,66.8,6,0,1,4,4,15.33
9.33,2.87,296,50.1,4,4,1,1,4,8.82
13.0,6.99,192,70.7,4,2,1,1,2,32.09
9.86,9.78,281,29.93,5,4,0,3,3,20.1
3.14,0.87,117,1.93,2,4,1,0,0,67.23
12.72,1.37,47,59.68,12,4,2,0,2,18.61
11.77,7.56,235,68.84,5,4,2,2,0,25.72
7.17,5.51,177,6.81,2,1,0,1,3,3.7
12.68,2.51,45,4.12,8,2,1,1,2,7.99
8.7,1.3,342,42.39,1,3,2,0,4,62.24
5.81,3.16,340,95.57,6,0,1,4,1,20.12
7.59,5.09,196,11.98,13,0,2,0,0,62.53
4.65,7.02,296,46.09,8,3,1,2,3,34.59
0.59,0.92,302,56.93,7,1,1,3,0,57.96
9.06,9.13,298,97.47,3,1,1,1,0,31.1
7.81,4.04,121,6.67,8,3,1,4,0,45.81
4.11,1.26,76,65.24,5,2,1,2,0,64.05
12.57,8.82,191,50.79,10,2,0,2,1,34.53
13.36,8.65,122,53.33,12,4,2,3,4,47.73
12.07,9.55,277,3.11,8,4,1,1,1,68.19
11.21,5.29,167,26.54,4,4,1,3,0,6.21
6.44,6.02,177,88.59,7,4,2,4,1,24.82
5.14,0.81,156,54.32,11,3,2,3,3,19.11
12.6,8.77,104,97.75,14,0,0,1,2,30.4
10.94,3.66,92,69.75,10,1,1,4,2,28.48
11.72,0.05,58,99.22,6,0,1,0,0,54.63
13.39,6.5,292,13.79,4,4,1,1,2,4.31
5.19,3.83,118,76.7,1,4,2,3,0,49.22
5.64,0.49,212,25.73,3,1,2,2,1,46.73
8.23,7.69,194,75.32,11,0,2,2,3,40.38
3.71,8.65,308,32.55,7,2,2,2,4,42.33
8.03,3.78,214,8.9,1,4,0,3,4,16.07
7.37,9.53,73,10.79,7,4,2,4,2,68.95
10.17,0.38,216,9.95,0,2,1,2,1,15.93
1.75,5.7,89,49.76,12,0,0,3,0,57.61
12.39,7.49,23,50.39,3,4,0,1,2,16.23
1.31,4.4,342,79.05,10,3,2,0,2,18.25
13.49,4.42,108,31.82,11,1,1,3,3,44.21
7.4,4.41,299,4.57,1,3,2,2,4,56.96
2.65,5.41,157,17.05,10,3,1,2,2,1.06
8.73,7.04,111,37.26,12,4,0,4,2,9.5
10.97,6.19,177,96.53,8,2,2,4,1,50.28
0.83,3.0,77,53.11,8,4,2,3,0,2.49
7.26,0.4,172,81.8,14,3,0,3,3,22.84
5.06,6.66,223,94.94,3,4,1,3,4,4.51
2.28,5.93,263,47.21,14,2,2,4,1,59.5
12.33,7.72,20,2.88,3,3,1,1,2,5.47
13.49,4.44,174,8.75,4,2,0,0,3,14.38
4.62,2.94,239,91.15,2,4,0,2,2,24.8
1.4,6.06,50,68.61,11,0,2,0,2,14.48
2.5,4.03,176,11.27,9,0,0,2,2,25.64
1.48,5.5,142,82.74,9,1,2,3,0,47.24
1.01,3.92,242,95.39,13,1,2,3,3,32.65
13.39,5.75,47,95.57,4,1,0,4,3,63.15
1.87,7.77,342,65.68,13,3,0,1,3,3.45
2.79,6.46,272,30.19,13,0,2,0,1,32.0
13.48,8.46,148,51.82,10,4,0,3,1,29.81
8.2,8.23,173,88.78,12,4,1,0,2,8.35
12.14,5.0,99,91.07,14,3,2,0,1,57.28
1.11,1.85,256,14.12,14,3,1,2,3,25.89
6.07,8.64,171,4.03,9,0,1,1,3,62.83
9.84,3.93,280,80.37,6,3,0,3,3,32.66
9.66,5.15,24,40.29,0,1,2,4,4,65.89
12.9,5.88,109,47.75,12,3,1,1,3,54.52
6.37,8.24,250,10.55,2,4,1,4,3,24.94
5.16,8.6,268,91.66,12,3,1,1,0,47.52
1.81,2.3,20,16.88,6,2,1,1,0,10.55
9.65,6.86,309,60.02,8,1,2,2,4,35.45
3.53,2.15,327,64.79,2,3,2,2,4,47.2
8.31,4.31,281,0.87,5,0,0,0,4,45.1
9.99,9.15,50,20.52,5,0,1,4,0,24.47
11.86,6.07,317,68.83,11,4,2,4,0,34.36
9.26,1.3,144,40.83,9,2,1,3,4,52.08
0.58,8.26,188,42.87,0,3,1,2,4,7.48
10.45,7.46,310,12.87,14,3,2,2,2,43.45
8.0,6.32,292,87.12,13,0,0,2,3,24.65
4.48,6.26,64,79.71,3,2,1,1,3,30.32
5.53,4.92,95,35.85,0,2,0,0,3,52.3
0.7,8.46,227,23.36,9,1,1,2,4,9.87
9.08,9.15,200,1.02,10,3,0,3,3,57.75
11.95,2.6,294,56.67,9,4,0,4,1,63.82
1.19,7.32,102,87.94,0,3,2,0,2,10.37
1.54,3.09,325,35.92,2,0,1,2,1,13.3
1.8,7.37,24,76.57,1,3,1,2,0,54.03
10.65,5.73,101,19.36,2,2,0,0,1,13.99
5.09,3.57,66,46.66,11,3,2,1,0,49.55
0.71,5.72,176,37.12,10,2,2,0,1,2.24
9.55,1.57,215,96.05,8,2,1,2,0,35.97
6.28,8.59,329,10.33,4,0,1,4,3,35.75
5.37,2.36,280,88.86,1,4,2,3,0,28.88
8.35,5.63,175,3.59,3,2,0,2,3,1.38
2.45,7.99,60,9.5,7,2,0,3,2,68.14
1.21,8.24,212,8.12,3,0,0,1,1,47.64
1.0,6.58,88,86.96,11,0,0,2,0,6.69
5.47,3.06,229,3.45,1,4,1,1,0,43.32
13.49,2.24,125,99.82,1,0,1,2,4,49.46
2.6,2.28,338,37.69,11,0,0,1,3,37.77
3.67,9.4,347,56.35,0,2,1,2,0,9.22
3.02,1.68,207,56.8,0,2,0,0,1,14.77
9.41,2.21,307,36.76,12,4,0,1,1,20.77
12.22,6.05,90,79.85,11,0,1,3,3,60.12
9.41,4.86,48,71.08,7,0,0,1,3,29.94
1.29,6.99,211,18.14,9,0,0,1,2,48.49
8.23,6.38,107,57.21,2,4,1,2,0,35.23
5.0,1.72,108,10.39,8,0,0,1,1,5.64
10.84,2.08,193,6.17,6,2,1,3,0,52.13
1.9,0.81,114,42.63,0,3,1,0,2,52.76
2.53,2.18,231,57.85,6,0,0,1,3,52.08
0.93,5.52,142,17.61,2,1,2,1,3,56.58
13.11,6.66,54,15.01,9,0,1,4,4,31.49
1.93,3.29,84,12.4,14,4,2,2,0,67.08
12.41,6.36,26,68.95,9,1,2,3,4,34.99
2.29,9.24,211,68.29,6,1,1,4,1,36.37
5.68,1.79,28,91.21,1,4,0,3,4,54.94
3.56,1.23,285,67.99,13,1,0,1,0,57.12
9.59,5.74,39,23.39,3,1,2,3,0,59.61
9.72,7.16,100,12.71,10,0,1,0,4,60.46
2.14,7.68,121,5.31,6,4,0,3,0,54.99
12.69,6.94,331,41.72,9,2,0,1,3,22.71
10.98,2.62,305,14.66,14,4,0,0,3,17.08
9.57,6.62,124,99.66,1,4,1,3,1,25.88
10.36,0.25,210,80.83,0,3,1,2,3,65.53
6.7,1.38,346,71.29,10,4,0,2,2,41.3
7.45,8.59,270,55.8,9,3,2,1,3,46.46
4.31,0.25,206,65.72,10,4,2,2,3,65.68
11.1,4.82,276,84.35,0,1,2,1,1,33.92
6.89,9.19,222,58.08,9,3,0,0,3,14.9
10.17,0.55,79,30.85,2,1,2,1,3,57.43
7.01,8.93,173,68.58,5,0,0,3,1,34.46
5.42,8.44,37,70.33,4,1,1,3,4,37.53
9.35,8.18,282,67.86,14,1,2,0,0,51.66
6.28,8.33,26,9.76,0,1,1,4,0,33.37
10.15,0.41,197,58.99,0,0,1,0,3,49.75
5.97,5.84,98,68.01,4,2,2,1,2,46.74
11.65,9.1,84,44.62,14,1,0,2,4,65.67
11.89,3.99,208,47.18,10,4,0,2,4,11.4
4.21,5.49,273,13.78,12,0,0,0,1,52.08
2.99,4.87,217,39.22,11,4,0,1,3,4.49
3.11,4.44,205,94.14,7,0,0,3,2,4.18
5.41,2.49,268,65.66,5,4,1,3,4,27.59
5.02,9.81,13,65.47,4,4,2,4,2,51.22
9.14,4.28,214,30.48,9,4,1,4,4,19.18
5.93,0.7,283,46.64,11,2,0,2,3,21.63
5.16,3.1,37,54.08,5,2,1,0,4,65.76
8.87,7.42,163,99.32,6,3,1,4,2,4.6
2.13,9.81,342,14.83,7,0,0,3,2,5.58
8.85,4.21,287,91.79,3,0,0,4,0,49.03
1.37,0.2,128,89.03,12,2,1,2,2,68.69
7.71,3.63,143,33.26,8,0,0,4,1,5.62
5.2,7.09,213,85.31,3,0,2,1,1,67.66
5.7,2.5,331,50.84,6,3,0,0,2,2.34
8.37,1.11,124,39.2,8,4,0,2,1,10.78
10.12,7.89,69,56.66,11,2,1,0,3,24.39
1.31,0.54,175,53.33,0,3,0,4,3,29.69
2.83,6.27,116,51.69,5,2,2,4,4,5.77
12.35,1.57,185,96.61,2,2,2,0,4,38.45
8.36,1.51,170,68.35,0,1,1,4,1,36.36
5.48,4.1,243,12.8,7,0,1,0,4,19.34
9.29,7.6,259,32.77,3,1,0,1,4,55.33
4.36,3.5,158,2.85,13,4,1,0,1,2.05
1.87,8.23,69,76.83,6,1,1,4,1,45.3
12.47,4.77,268,2.95,14,3,0,4,2,60.68
10.7,2.05,86,0.01,14,4,2,2,0,7.66
4.65,8.96,297,52.63,7,0,2,4,1,49.92
5.75,2.01,37,15.87,5,0,2,3,3,53.5
2.98,7.34,346,27.93,4,4,0,0,1,44.26
8.65,3.72,139,16.27,0,1,0,3,2,2.31
12.77,1.07,16,69.0,8,3,1,3,4,55.14
9.1,9.02,134,22.34,5,2,1,2,4,11.15
11.34,4.68,123,59.18,8,1,2,3,4,26.29
9.45,5.2,274,83.87,3,0,2,1,1,0.79
6.52,7.47,183,57.21,14,2,2,4,1,49.44
2.55,1.08,139,95.04,6,2,0,0,1,61.32
4.92,3.74,311,44.8,2,3,1,4,3,57.6
8.36,0.34,75,10.16,3,0,2,3,2,66.83
12.12,0.05,302,88.86,12,2,1,0,2,31.8
12.5,0.92,254,7.34,14,3,2,4,4,3.85
9.24,7.86,221,75.96,3,4,0,4,3,10.93
6.62,5.82,224,13.1,2,1,2,4,2,7.14
8.79,4.12,11,50.62,5,1,1,4,3,62.76
9.93,8.62,240,80.62,1,1,0,1,1,68.26
9.13,0.98,202,66.66,8,4,0,1,3,5.2
10.45,4.17,125,57.77,5,0,0,2,3,33.6
4.43,4.65,318,93.06,14,1,2,0,4,42.51
2.69,0.44,28,20.32,3,1,2,4,4,39.36
6.2,9.52,289,9.95,7,1,2,2,0,32.35
4.76,9.66,316,80.73,4,2,2,1,0,38.36
6.27,2.68,277,76.64,6,0,1,0,3,43.88
12.96,1.43,186,25.84,6,1,2,1,4,42.67
7.95,4.22,35,56.29,6,4,1,1,1,1.87
3.25,7.44,72,26.69,8,3,1,0,4,62.66
0.9,2.48,144,38.83,0,0,1,1,4,32.02
8.83,3.11,104,99.76,2,1,0,4,2,41.51
8.09,9.81,216,87.14,11,0,2,1,0,65.51
5.85,2.42,261,38.25,6,2,0,3,0,37.11
3.38,7.66,157,11.3,4,3,2,2,0,10.36
0.91,4.95,286,63.2,12,1,2,0,3,66.43
10.52,9.54,307,53.71,0,4,1,0,1,14.98
0.9,0.78,178,66.19,2,3,0,0,0,29.28
6.47,7.03,164,96.42,7,2,1,0,3,50.47
10.26,3.96,282,74.06,10,2,1,3,0,45.54
3.73,0.47,312,65.11,3,0,1,4,1,69.18
5.25,4.97,169,14.08,1,3,2,2,4,69.48
6.69,3.2,144,21.53,12,3,2,2,4,0.22
1.49,9.27,185,35.6,12,1,0,4,3,45.49
7.7,7.78,16,26.48,9,2,2,3,2,18.79
10.66,3.46,320,48.69,14,0,1,0,3,26.74
3.58,9.08,57,22.37,4,2,1,0,2,31.52
12.53,8.05,46,32.51,13,2,0,2,1,30.51
7.03,3.77,69,59.3,5,1,2,1,0,39.63
8.92,8.19,119,68.07,0,2,0,3,3,68.88
9.09,1.85,53,95.39,3,1,1,2,2,27.2
8.11,9.12,310,45.72,13,3,2,4,2,18.5
10.24,3.55,90,50.8,8,3,1,4,4,4.77
3.82,8.71,248,61.74,7,1,0,2,1,11.15
2.42,5.88,214,64.55,4,0,0,1,0,43.18
5.48,2.08,303,41.52,0,3,2,0,0,38.9
2.98,2.62,213,76.24,1,0,2,4,4,53.11
4.57,8.73,307,90.2,11,1,2,2,3,51.53
2.82,3.41,21,83.66,9,4,1,0,4,12.16
12.62,4.33,127,30.5,6,4,0,0,0,8.5
4.03,2.67,155,18.25,3,2,2,4,2,9.56
10.83,2.77,82,62.05,12,2,0,2,1,0.8
4.73,9.39,219,82.83,9,0,1,4,1,22.58
10.59,9.68,332,58.61,0,3,0,0,1,47.73
2.67,2.96,338,84.59,14,4,2,0,4,1.89
7.21,0.72,281,47.97,2,0,1,4,0,6.53
9.98,1.24,89,49.45,11,1,1,2,1,48.38
8.96,5.67,87,83.37,14,3,2,2,3,59.08
2.49,0.77,91,41.19,0,3,0,3,4,20.46
5.38,2.94,17,30.03,12,4,2,1,1,52.24
1.7,4.89,183,81.25,1,0,1,4,3,11.78
2.02,4.6,208,17.2,3,2,0,4,1,3.02
9.15,2.91,269,60.23,7,2,2,2,2,66.91
8.4,6.89,90,15.97,13,2,2,0,3,68.14
3.37,9.28,23,5.07,5,4,0,3,1,5.4
4.06,9.58,50,50.48,14,2,1,1,1,30.57
11.45,7.73,30,81.3,12,0,1,1,2,15.84
12.56,3.32,134,93.58,5,3,2,0,0,40.07
10.96,2.96,254,83.75,12,1,2,3,4,41.72
8.3,7.27,148,58.87,3,3,2,0,2,7.78
10.74,4.62,27,5.4,14,4,2,2,4,38.32
4.78,8.14,67,9.11,8,4,2,1,2,32.21
12.04,9.19,140,94.87,14,1,2,1,0,22.27
9.29,9.18,84,63.6,2,3,0,3,4,41.08
7.84,3.87,32,95.19,5,3,0,4,1,7.05
8.0,5.63,345,60.02,0,1,2,0,3,61.93
5.58,9.15,321,87.4,4,2,1,0,0,68.11
10.61,8.31,245,92.54,12,2,1,2,1,22.12
2.85,6.69,328,43.79,12,3,1,3,0,27.66
11.12,2.77,290,89.93,8,1,2,2,1,49.22
7.7,2.59,132,54.64,7,2,1,1,0,64.17
1.17,7.55,218,24.61,1,4,1,3,4,4.02
0.84,9.94,81,73.64,4,4,1,0,4,50.51
9.75,0.39,180,91.14,2,3,1,3,3,58.42
13.1,4.06,163,17.24,1,4,1,4,2,59.01
11.75,8.0,63,48.99,7,4,0,0,0,5.58
3.46,8.37,252,57.88,1,3,0,0,1,7.95
6.81,1.81,11,56.67,5,3,0,0,0,32.43
11.5,3.69,49,11.68,10,2,1,2,4,8.36
12.19,3.31,186,55.2,5,1,1,0,4,68.79
1.33,2.69,63,9.47,7,3,1,1,2,61.57
7.42,0.4,58,95.91,1,3,2,0,4,69.58
1.73,1.4,145,60.73,10,3,1,1,2,63.22
7.16,5.85,55,53.11,1,2,2,2,0,61.74
6.44,9.13,226,0.04,11,1,0,0,4,42.11
9.83,0.69,187,39.84,14,0,0,2,4,46.24
3.39,8.99,42,31.88,13,0,1,1,4,7.92
1.88,4.81,276,79.76,2,1,1,0,4,0.18
10.83,8.65,131,10.27,14,1,2,1,2,32.45
11.24,8.11,32,33.76,3,4,0,0,3,29.86
9.29,3.75,34,59.92,0,4,2,2,1,18.68
8.2,6.58,47,88.87,0,4,1,1,2,0.46
4.24,4.23,260,4.57,4,1,0,1,0,67.57
1.19,6.64,91,74.61,0,2,2,1,3,61.14
12.22,6.37,285,50.16,10,2,2,3,4,30.35
5.61,7.23,226,91.2,12,0,2,1,2,56.39
5.57,1.3,67,20.35,9,4,1,1,4,26.4
13.24,9.96,86,98.0,5,2,1,4,4,54.65
12.71,8.28,19,15.91,8,3,2,2,3,50.01
6.15,2.46,323,32.71,7,4,0,2,4,25.49
4.18,7.78,118,28.82,12,4,0,0,4,0.34
1.11,9.84,330,8.14,14,2,0,0,2,6.61
6.02,2.03,315,27.84,0,1,0,4,2,25.34
5.65,9.56,307,19.34,5,2,0,0,4,63.76
7.75,7.06,273,92.05,11,1,1,0,2,51.55
9.76,0.94,158,3.38,13,3,2,4,3,16.71
2.68,1.26,257,3.63,1,4,1,3,4,50.2
11.55,6.21,181,99.39,2,1,1,3,3,54.16
1.77,2.11,330,66.07,12,1,1,2,3,34.69
9.45,6.16,188,71.95,0,3,2,2,2,67.74
2.7,6.53,308,82.91,3,3,1,0,1,4.01
7.08,9.8,105,70.38,2,2,1,4,1,45.69
11.32,4.63,225,34.2,10,2,2,3,2,54.98
10.07,4.35,198,4.88,10,2,1,0,0,16.88
1.05,7.93,174,97.74,2,2,0,2,3,35.2
3.19,1.56,193,83.32,0,3,0,2,3,8.04
5.87,3.3,321,21.87,1,0,2,1,0,5.43
8.41,3.34,178,33.93,14,0,0,3,4,36.02
10.87,3.44,262,78.58,2,4,0,0,1,45.07
8.64,8.51,160,53.51,6,4,2,3,3,49.98
6.49,7.19,230,76.72,1,1,0,4,3,65.0
7.74,3.07,134,59.63,7,1,2,1,4,32.6
5.36,6.02,331,85.41,3,2,2,4,4,40.48
6.31,3.08,283,69.52,6,3,1,2,4,39.84
8.57,7.07,141,26.61,4,4,2,3,0,33.67
2.05,2.53,133,88.79,4,3,0,0,3,34.93
11.61,3.49,169,19.34,1,4,2,0,4,69.76
9.96,0.5,337,94.85,14,4,2,0,1,17.69
6.03,8.53,10,61.77,3,2,2,2,1,11.6
10.13,8.54,209,97.7,5,0,2,4,0,15.25
7.49,9.3,286,85.0,2,0,1,0,4,55.25
2.59,4.22,98,3.85,6,3,0,1,2,29.87
9.59,5.72,132,66.19,11,4,0,2,4,15.66
1.7,7.83,239,27.22,3,2,0,4,2,1.87
7.58,4.95,59,50.57,14,3,1,2,3,12.52
6.23,0.37,70,25.22,5,4,0,0,3,32.48
1.64,9.05,193,33.31,10,4,2,2,4,47.83
0.95,4.07,268,10.58,10,0,0,3,0,30.77
8.3,1.62,308,44.98,12,1,2,4,4,25.95
9.78,4.46,286,52.92,4,1,2,0,4,40.91
12.96,4.68,35,34.63,5,2,1,1,4,25.17
7.88,4.07,88,7.94,9,2,2,3,3,11.42
13.31,5.54,79,82.72,6,4,2,0,4,57.39
2.27,8.12,146,53.01,13,0,2,1,2,41.59
4.08,1.72,86,2.28,7,0,1,4,2,14.77
6.52,8.86,153,18.29,12,3,2,4,2,48.67
1.29,9.9,229,8.96,7,1,1,3,2,44.24
13.46,8.58,28,46.85,13,3,0,2,2,6.33
10.41,9.2,277,7.98,10,0,2,1,1,36.51
12.89,9.2,7,84.34,3,3,2,3,4,22.39
9.21,3.78,315,0.1,10,4,1,4,1,8.4
3.07,3.76,238,45.85,14,0,2,0,4,9.23
9.09,3.85,303,63.16,8,2,2,1,3,66.11
8.05,8.45,13,48.1,5,1,1,3,1,12.92
3.87,8.25,300,59.12,13,3,1,3,4,2.11
9.98,0.07,333,59.49,6,2,2,4,0,34.65
4.01,8.86,323,52.67,6,0,1,2,2,4.76
10.93,4.45,51,64.02,9,2,1,2,2,57.17
9.11,6.59,289,18.37,2,2,2,4,1,59.54
11.37,1.02,149,93.81,12,2,0,4,0,30.15
4.34,8.24,290,60.49,8,0,2,3,2,13.22
10.72,2.24,184,85.66,14,1,1,0,3,14.47
11.6,8.09,20,8.56,4,4,1,0,2,28.27
4.57,4.54,15,26.47,1,0,2,2,2,48.08
5.62,1.68,195,75.63,8,2,1,0,2,66.7
4.39,1.4,340,12.61,10,3,1,4,3,5.74
13.41,1.11,206,38.1,8,3,2,0,0,9.64
8.91,3.03,247,22.69,2,0,1,2,0,54.96
6.64,4.52,222,67.29,0,3,0,2,4,25.46
0.59,4.58,92,54.1,1,1,0,0,4,10.77
10.52,2.81,181,93.53,3,2,0,3,1,69.48
0.86,6.45,341,20.01,13,3,1,3,3,7.26
2.58,7.55,5,81.97,10,3,1,0,1,55.77
13.27,5.5,273,19.18,5,3,2,3,2,48.31
2.19,6.01,219,68.14,9,3,1,2,0,8.55
5.84,6.47,183,13.61,0,1,1,4,4,2.24
9.59,8.49,28,90.54,7,3,2,4,4,21.99
11.04,5.04,166,60.5,9,1,0,0,0,59.75
1.13,9.01,330,71.77,13,1,1,0,2,5.39
6.12,6.09,209,56.59,8,2,0,1,3,56.48
